INFO 2023-12-21 18:04:23,641 autoreload Watching for file changes with StatReloader
DEBUG 2023-12-21 18:05:50,642 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\forms\formsets.py first seen with mtime 1693929974.5709987
DEBUG 2023-12-21 18:05:50,642 autoreload File B:\anaconda\envs\milo_is_gay\Lib\stat.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,643 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\filters\reindent.py first seen with mtime 1681817740.592449
DEBUG 2023-12-21 18:05:50,643 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\query_utils.py first seen with mtime 1693929974.5589988
DEBUG 2023-12-21 18:05:50,643 autoreload File B:\anaconda\envs\milo_is_gay\Lib\string.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,643 autoreload File B:\anaconda\envs\milo_is_gay\Lib\asyncio\base_events.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,644 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\db\backends\postgis\__init__.py first seen with mtime 1693929974.1389973
DEBUG 2023-12-21 18:05:50,644 autoreload File B:\anaconda\envs\milo_is_gay\Lib\socketserver.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,644 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\template\loaders\__init__.py first seen with mtime 1693929974.602999
DEBUG 2023-12-21 18:05:50,645 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\admin\views\__init__.py first seen with mtime 1693929973.8749967
DEBUG 2023-12-21 18:05:50,653 autoreload File B:\anaconda\envs\milo_is_gay\Lib\encodings\aliases.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,655 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\errors.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,656 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\mime\base.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,657 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\core\defchararray.py first seen with mtime 1665171936.8168917
DEBUG 2023-12-21 18:05:50,657 autoreload File B:\anaconda\envs\milo_is_gay\Lib\reprlib.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,657 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\geos\point.py first seen with mtime 1693929974.1549973
DEBUG 2023-12-21 18:05:50,658 autoreload File B:\anaconda\envs\milo_is_gay\DLLs\_decimal.pyd first seen with mtime 1687559872.0277293
DEBUG 2023-12-21 18:05:50,658 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\text.py first seen with mtime 1693929974.622999
DEBUG 2023-12-21 18:05:50,658 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\colorama\__init__.py first seen with mtime 1665170792.7515018
DEBUG 2023-12-21 18:05:50,659 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\random\_sfc64.cp310-win_amd64.pyd first seen with mtime 1665171937.253892
DEBUG 2023-12-21 18:05:50,659 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\keywords.py first seen with mtime 1681817740.5884488
DEBUG 2023-12-21 18:05:50,659 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\migrations\state.py first seen with mtime 1693929974.5509987
DEBUG 2023-12-21 18:05:50,660 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\fields\reverse_related.py first seen with mtime 1693929974.5629988
DEBUG 2023-12-21 18:05:50,660 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\core\__init__.py first seen with mtime 1665171936.7768924
DEBUG 2023-12-21 18:05:50,660 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\admin\templatetags\admin_urls.py first seen with mtime 1693929973.8749967
DEBUG 2023-12-21 18:05:50,661 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\message.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,661 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\geometry.py first seen with mtime 1693929974.1309974
DEBUG 2023-12-21 18:05:50,661 autoreload File B:\anaconda\envs\milo_is_gay\Lib\uu.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,662 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\core\_asarray.py first seen with mtime 1665171936.7808917
DEBUG 2023-12-21 18:05:50,662 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\lib\_iotools.py first seen with mtime 1665171937.1298914
DEBUG 2023-12-21 18:05:50,662 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\cache\__init__.py first seen with mtime 1693929974.5069985
DEBUG 2023-12-21 18:05:50,663 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\engine\statement_splitter.py first seen with mtime 1681817740.592449
DEBUG 2023-12-21 18:05:50,663 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\migrations\migration.py first seen with mtime 1693929974.5509987
DEBUG 2023-12-21 18:05:50,664 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\deconstruct.py first seen with mtime 1693929974.6149988
DEBUG 2023-12-21 18:05:50,664 autoreload File B:\anaconda\envs\milo_is_gay\Lib\encodings\cp1252.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,664 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\core\_methods.py first seen with mtime 1665171936.7868922
DEBUG 2023-12-21 18:05:50,665 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\gdal\raster\source.py first seen with mtime 1693929974.1509974
DEBUG 2023-12-21 18:05:50,665 autoreload File B:\anaconda\envs\milo_is_gay\Lib\asyncio\staggered.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,665 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\shortcuts.py first seen with mtime 1693929973.5589955
DEBUG 2023-12-21 18:05:50,666 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\cache\utils.py first seen with mtime 1693929974.5069985
DEBUG 2023-12-21 18:05:50,666 autoreload File B:\anaconda\envs\milo_is_gay\Lib\importlib\metadata\_meta.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,666 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\exceptions.py first seen with mtime 1693929974.5029986
DEBUG 2023-12-21 18:05:50,666 autoreload File C:\Users\Jade Higgins\OneDrive - Technological University Dublin\4th-year-2023\awm-github\Advanced-Web\advanced-web-mapping\lab2-geo\geodjango\assignment1\urls.py first seen with mtime 1703181199.5715253
DEBUG 2023-12-21 18:05:50,667 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\backends\postgresql\introspection.py first seen with mtime 1693929974.5469987
DEBUG 2023-12-21 18:05:50,667 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\checks\security\__init__.py first seen with mtime 1693929974.5109985
DEBUG 2023-12-21 18:05:50,667 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\manager.py first seen with mtime 1693929974.5589988
DEBUG 2023-12-21 18:05:50,668 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\polynomial\laguerre.py first seen with mtime 1665171937.2238913
DEBUG 2023-12-21 18:05:50,668 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\checks\compatibility\django_4_0.py first seen with mtime 1693929974.5109985
DEBUG 2023-12-21 18:05:50,668 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\sql\query.py first seen with mtime 1693929974.5709987
DEBUG 2023-12-21 18:05:50,669 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\gdal\prototypes\ds.py first seen with mtime 1693929974.1509974
DEBUG 2023-12-21 18:05:50,669 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\random\bit_generator.cp310-win_amd64.pyd first seen with mtime 1665171937.2558908
DEBUG 2023-12-21 18:05:50,670 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\__init__.py first seen with mtime 1665171936.556093
DEBUG 2023-12-21 18:05:50,670 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\linalg\_umath_linalg.cp310-win_amd64.pyd first seen with mtime 1665171937.1858916
DEBUG 2023-12-21 18:05:50,670 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\files\move.py first seen with mtime 1693929974.5149987
DEBUG 2023-12-21 18:05:50,671 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\sites\shortcuts.py first seen with mtime 1693929974.4429984
DEBUG 2023-12-21 18:05:50,671 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\checks\security\sessions.py first seen with mtime 1693929974.5149987
DEBUG 2023-12-21 18:05:50,671 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\files\base.py first seen with mtime 1693929974.5149987
DEBUG 2023-12-21 18:05:50,671 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\core\_internal.py first seen with mtime 1665171936.7848918
DEBUG 2023-12-21 18:05:50,672 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\dispatch\dispatcher.py first seen with mtime 1693929974.5709987
DEBUG 2023-12-21 18:05:50,672 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\core\_ufunc_config.py first seen with mtime 1665171936.811892
DEBUG 2023-12-21 18:05:50,672 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\urls\converters.py first seen with mtime 1693929974.6109989
DEBUG 2023-12-21 18:05:50,673 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\datastructures.py first seen with mtime 1693929974.6149988
DEBUG 2023-12-21 18:05:50,673 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\psycopg2\__init__.py first seen with mtime 1688999524.2440944
DEBUG 2023-12-21 18:05:50,673 autoreload File B:\anaconda\envs\milo_is_gay\Lib\bz2.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,673 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\db\models\__init__.py first seen with mtime 1693929974.1429975
DEBUG 2023-12-21 18:05:50,674 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\__init__.py first seen with mtime 1681817740.5884488
DEBUG 2023-12-21 18:05:50,674 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\validators.py first seen with mtime 1693929974.5069985
DEBUG 2023-12-21 18:05:50,674 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\core\_add_newdocs.py first seen with mtime 1665171936.7788918
DEBUG 2023-12-21 18:05:50,675 autoreload File B:\anaconda\envs\milo_is_gay\Lib\contextvars.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,675 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\psycopg2\sql.py first seen with mtime 1688999524.2440944
DEBUG 2023-12-21 18:05:50,675 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\contenttypes\forms.py first seen with mtime 1693929974.014997
DEBUG 2023-12-21 18:05:50,675 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\utils.py first seen with mtime 1681817740.5884488
DEBUG 2023-12-21 18:05:50,676 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\http\__init__.py first seen with mtime 1693929974.5949988
DEBUG 2023-12-21 18:05:50,676 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\sql.py first seen with mtime 1681817740.5884488
DEBUG 2023-12-21 18:05:50,676 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\conf\urls\__init__.py first seen with mtime 1693929973.686996
DEBUG 2023-12-21 18:05:50,677 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\auth\signals.py first seen with mtime 1693929973.9469967
DEBUG 2023-12-21 18:05:50,677 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\mime\__init__.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,677 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\header.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,677 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\template\engine.py first seen with mtime 1693929974.5989988
DEBUG 2023-12-21 18:05:50,678 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\template\loader.py first seen with mtime 1693929974.5989988
DEBUG 2023-12-21 18:05:50,678 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\admin\options.py first seen with mtime 1693929974.1309974
DEBUG 2023-12-21 18:05:50,679 autoreload File B:\anaconda\envs\milo_is_gay\Lib\_sitebuiltins.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,679 autoreload File B:\anaconda\envs\milo_is_gay\Lib\pprint.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,679 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\options.py first seen with mtime 1693929974.5589988
DEBUG 2023-12-21 18:05:50,680 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\auth\middleware.py first seen with mtime 1693929973.9429967
DEBUG 2023-12-21 18:05:50,680 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\engine\grouping.py first seen with mtime 1681817740.5884488
DEBUG 2023-12-21 18:05:50,680 autoreload File B:\anaconda\envs\milo_is_gay\Lib\concurrent\futures\thread.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,680 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\random\__init__.py first seen with mtime 1665171937.236892
DEBUG 2023-12-21 18:05:50,681 autoreload File B:\anaconda\envs\milo_is_gay\Lib\zipfile.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,681 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\_policybase.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,681 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\asgiref\local.py first seen with mtime 1685243636.0953665
DEBUG 2023-12-21 18:05:50,682 autoreload File B:\anaconda\envs\milo_is_gay\Lib\numbers.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,682 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\lib\type_check.py first seen with mtime 1665171937.155892
DEBUG 2023-12-21 18:05:50,682 autoreload File B:\anaconda\envs\milo_is_gay\Lib\sre_constants.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,682 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\sql\__init__.py first seen with mtime 1693929974.5669987
DEBUG 2023-12-21 18:05:50,683 autoreload File B:\anaconda\envs\milo_is_gay\Lib\_markupbase.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,683 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\connection.py first seen with mtime 1693929974.6149988
DEBUG 2023-12-21 18:05:50,683 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\sites\requests.py first seen with mtime 1693929974.4429984
DEBUG 2023-12-21 18:05:50,684 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\admin\templatetags\log.py first seen with mtime 1693929973.8749967
DEBUG 2023-12-21 18:05:50,684 autoreload File B:\anaconda\envs\milo_is_gay\Lib\asyncio\windows_events.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,684 autoreload File B:\anaconda\envs\milo_is_gay\DLLs\_ctypes.pyd first seen with mtime 1687559882.932928
DEBUG 2023-12-21 18:05:50,684 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\aggregates.py first seen with mtime 1693929974.5549986
DEBUG 2023-12-21 18:05:50,685 autoreload File B:\anaconda\envs\milo_is_gay\Lib\quopri.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,685 autoreload File B:\anaconda\envs\milo_is_gay\Lib\os.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,685 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\base64mime.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,685 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\files\__init__.py first seen with mtime 1693929974.5149987
DEBUG 2023-12-21 18:05:50,686 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\backends\base\client.py first seen with mtime 1693929974.5349987
DEBUG 2023-12-21 18:05:50,686 autoreload File B:\anaconda\envs\milo_is_gay\Lib\bisect.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,686 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\psycopg2\errors.py first seen with mtime 1688999524.2440944
DEBUG 2023-12-21 18:05:50,687 autoreload File B:\anaconda\envs\milo_is_gay\Lib\asyncio\locks.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:05:50,687 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\expressions.py first seen with mtime 1693929974.5589988
DEBUG 2023-12-21 18:05:50,687 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\checks\compatibility\__init__.py first seen with mtime 1693929974.5109985
DEBUG 2023-12-21 18:05:50,687 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\servers\__init__.py first seen with mtime 1693929974.5309987
